"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000135426",339.418789339587,-1.97231155791582,0.42795362161565,-4.60870397700986,4.05186739451904e-06,0.00235514792306419,"TESPA1","9840","thymocyte expressed, positive selection associated 1"
"ENSG00000065357",3392.00480025215,-1.59054631214223,0.344128271489602,-4.62195769402307,3.80135548293611e-06,0.00235514792306419,"DGKA","1606","diacylglycerol kinase alpha"
"ENSG00000009790",1274.11886417361,-2.21437203431179,0.481252284339703,-4.60127069807055,4.19921266422595e-06,0.00238655253083508,"TRAF3IP3","80342","TRAF3 interacting protein 3"
"ENSG00000159753",1235.37955194437,-2.35504475153483,0.512587597518954,-4.59442398320561,4.33946278631548e-06,0.00241264697304388,"CARMIL2","146206","capping protein regulator and myosin 1 linker 2"
"ENSG00000272906",40.9471002033226,-1.16819127106308,0.255068066268105,-4.5799197373268,4.65154400356239e-06,0.00250608596341902,NA,NA,NA
"ENSG00000069493",1114.32111043028,-1.52395875253316,0.332916846506868,-4.57759578262051,4.70350444747265e-06,0.00250608596341902,"CLEC2D","29121","C-type lectin domain family 2 member D"
"ENSG00000163918",440.130320562189,-0.659927430479983,0.144474804180454,-4.5677682985866,4.92944496174799e-06,0.00257286846727969,"RFC4","5984","replication factor C subunit 4"
"ENSG00000123329",2145.52617859817,-2.15016860208944,0.471225675025032,-4.56292752294371,5.0445232622329e-06,0.00258027364863213,"ARHGAP9","64333","Rho GTPase activating protein 9"
"ENSG00000109501",7970.05845857148,0.635671413984704,0.140104063247981,4.53713760506418,5.70229017067785e-06,0.00280453982913627,"WFS1","7466","wolframin ER transmembrane glycoprotein"
"ENSG00000167895",4169.07708040363,-2.24002916052111,0.493389344806198,-4.54008418321435,5.62317723324786e-06,0.00280453982913627,"TMC8","147138","transmembrane channel like 8"
"ENSG00000067248",2414.72276405998,0.451222631912015,0.0997767837921458,4.52232087227824,6.11652431761609e-06,0.00285198117034934,"DHX29","54505","DExH-box helicase 29"
"ENSG00000164638",1258.86240942842,1.87487112775285,0.414634742441346,4.52174151329847,6.13329283946095e-06,0.00285198117034934,"SLC29A4","222962","solute carrier family 29 member 4"
"ENSG00000111012",324.479726808368,1.57348419524548,0.347707893240576,4.52530479127432,6.03085260522449e-06,0.00285198117034934,"CYP27B1","1594","cytochrome P450 family 27 subfamily B member 1"
"ENSG00000227039",712.624266764115,-2.22879356659005,0.493856646402325,-4.51303750354782,6.39057163126338e-06,0.00291855124052788,"ITGB2-AS1","100505746","ITGB2 antisense RNA 1"
"ENSG00000198520",211.839575849132,-1.70580743696448,0.379059400816915,-4.50010587598744,6.791962466873e-06,0.00294508993669478,"ARMH1","339541","armadillo like helical domain containing 1"
"ENSG00000188542",561.09112209221,-0.470348606348757,0.104521041006406,-4.50003752182233,6.79414687253146e-06,0.00294508993669478,"DUSP28","285193","dual specificity phosphatase 28"
"ENSG00000205744",1579.26820632973,-1.5752861225134,0.349750390527247,-4.504029631357,6.66769033978951e-06,0.00294508993669478,"DENND1C","79958","DENN domain containing 1C"
"ENSG00000077147",9471.6845529782,0.46775409531487,0.104102920570782,4.49318897827494,7.01644678200573e-06,0.00299076044082994,"TM9SF3","56889","transmembrane 9 superfamily member 3"
"ENSG00000225756",370.477906523885,-1.74153517469783,0.388353984022224,-4.4844014645107,7.31188843664735e-06,0.00303378917663095,"DBH-AS1","138948","DBH antisense RNA 1"
"ENSG00000233175",147.86836963712,-1.35322657840533,0.301846723625212,-4.48315808153532,7.35464042819624e-06,0.00303378917663095,"LOC107985040","107985040","uncharacterized LOC107985040"
"ENSG00000104894",2439.12879269022,-2.11962505724777,0.473365126210469,-4.47778034308624,7.54231471289599e-06,0.0030618206155923,"CD37","951","CD37 molecule"
"ENSG00000168092",4272.03884037504,0.383131967835089,0.0857552023279289,4.46774023539689,7.90502143070874e-06,0.00306319580439964,"PAFAH1B2","5049","platelet activating factor acetylhydrolase 1b catalytic subunit 2"
"ENSG00000167525",207.719718333414,-1.20909858941112,0.270377496425768,-4.47189061735793,7.75310839505799e-06,0.00306319580439964,"PROCA1","147011","protein interacting with cyclin A1"
"ENSG00000105483",4486.13255010536,-0.818492851923037,0.183121171924445,-4.46967897442653,7.83370853427801e-06,0.00306319580439964,"CARD8","22900","caspase recruitment domain family member 8"
"ENSG00000214900",128.375412723158,-1.91375454159775,0.429314035377066,-4.45770318204693,8.28425020929474e-06,0.00311573086915754,"LINC01588","283551","long intergenic non-protein coding RNA 1588"
"ENSG00000105255",35.8528715865357,-2.37279397538519,0.532276295850273,-4.45782386682245,8.27958879870889e-06,0.00311573086915754,"FSD1","79187","fibronectin type III and SPRY domain containing 1"
"ENSG00000177721",295.824755279972,-1.35954194829997,0.305205834141672,-4.45450838816172,8.40856418342473e-06,0.00311665259407373,"ANXA2R","389289","annexin A2 receptor"
"ENSG00000249096",117.225717001193,-2.31596469701811,0.520691227507911,-4.44786578814201,8.67276883604225e-06,0.00315577441236337,NA,NA,NA
"ENSG00000148204",60.1147735489278,-1.77928040818094,0.400225658527732,-4.44569299911002,8.76089866188854e-06,0.00315577441236337,"CRB2","286204","crumbs cell polarity complex component 2"
"ENSG00000122043",4.38908556959323,-3.07527613098972,0.692229595927165,-4.44256667019665,8.88920764591395e-06,0.00315752063255902,NA,NA,NA
"ENSG00000137522",1219.57523478254,0.404660828986566,0.0912995796168996,4.43223102104693,9.32630115011079e-06,0.00322324529613626,"RNF121","55298","ring finger protein 121"
"ENSG00000214826",573.649582675408,-1.12469311020342,0.253679590202921,-4.43351831853626,9.27076264170037e-06,0.00322324529613626,NA,NA,NA
"ENSG00000198961",7165.29665195862,0.506312195205184,0.114408190438709,4.42548906038703,9.62240333426373e-06,0.00323806533254993,"PJA2","9867","praja ring finger ubiquitin ligase 2"
"ENSG00000272666",15.0923401823678,-2.10400007853055,0.475371039270101,-4.42601653176241,9.59891709150882e-06,0.00323806533254993,"LOC105373098","105373098","uncharacterized LOC105373098"
"ENSG00000214922",216.867267351857,-1.03429600095742,0.234128013870577,-4.41765162510268,9.97790722122824e-06,0.00329427155480624,"HLA-F-AS1","285830","HLA-F antisense RNA 1"
"ENSG00000175445",1325.19909450588,1.68281505408747,0.381211032336347,4.41439232168575,1.01294118013731e-05,0.00329427155480624,"LPL","4023","lipoprotein lipase"
"ENSG00000090054",2053.08307596306,0.451691372812353,0.10234538274425,4.41340254636676,1.0175853483077e-05,0.00329427155480624,"SPTLC1","10558","serine palmitoyltransferase long chain base subunit 1"
"ENSG00000158411",1050.03007573945,-0.483485965166394,0.109692791345141,-4.40763662987788,1.04504677270487e-05,0.00331157075986622,"MITD1","129531","microtubule interacting and trafficking domain containing 1"
"ENSG00000113712",3715.4312987262,0.463925875310922,0.105295785531986,4.40593014209476,1.05330907909168e-05,0.00331157075986622,"CSNK1A1","1452","casein kinase 1 alpha 1"
"ENSG00000267121",687.112028479418,-1.86607501174726,0.423704000643265,-4.40419493069263,1.06177439808027e-05,0.00331157075986622,"LOC339192","339192","uncharacterized LOC339192"
"ENSG00000172543",335.84989051192,-1.78360646911864,0.405365622429451,-4.39999440117558,1.08253671158825e-05,0.00333564775889993,"CTSW","1521","cathepsin W"
"ENSG00000206344",341.404691664023,-1.41432247599541,0.321678440610629,-4.39669650633304,1.09910856036693e-05,0.00334639302754573,"HCG27","253018","HLA complex group 27"
"ENSG00000108175",13610.5675115934,0.633305695583057,0.144141574109616,4.39363659995447,1.11470092057058e-05,0.00335393835806973,"ZMIZ1","57178","zinc finger MIZ-type containing 1"
"ENSG00000132824",9498.38448223536,0.407482865879755,0.0929025883487821,4.38613038799254,1.15384970604612e-05,0.00343136118978251,"SERINC3","10955","serine incorporator 3"
"ENSG00000168374",6441.73566971441,0.67886270238249,0.154999155962623,4.37978321989181,1.18797429651228e-05,0.00345255029923881,"ARF4","378","ADP ribosylation factor 4"
"ENSG00000112763",2965.1067381145,-0.568096595024458,0.129656060071324,-4.38156608115306,1.17829295140993e-05,0.00345255029923881,"BTN2A1","11120","butyrophilin subfamily 2 member A1"
"ENSG00000146285",336.407381429466,-2.08733596993937,0.477678126449012,-4.36975413853742,1.24386503230265e-05,0.00349580749463081,"SCML4","256380","Scm polycomb group protein like 4"
"ENSG00000109927",272.209022824978,0.80341024254238,0.183772671776279,4.37176123510047,1.23248267041543e-05,0.00349580749463081,"TECTA","7007","tectorin alpha"
"ENSG00000187456",6.50416992436722,-3.04505573251762,0.696579009129701,-4.37144342939946,1.23427831781792e-05,0.00349580749463081,NA,NA,NA
"ENSG00000120471",11.2783847422661,-2.29371180744107,0.525820314320632,-4.36215898277832,1.28785228250466e-05,0.00358008936141919,"TP53AIP1","63970","tumor protein p53 regulated apoptosis inducing protein 1"
"ENSG00000168071",2933.12881942592,-1.92463171867209,0.441705960796332,-4.35726906470145,1.31695333723491e-05,0.00362162167739601,"CCDC88B","283234","coiled-coil domain containing 88B"
"ENSG00000124508",1190.20426096253,-1.01297948089566,0.233060540729617,-4.34642208296798,1.3837617466851e-05,0.00375880547079754,"BTN2A2","10385","butyrophilin subfamily 2 member A2"
"ENSG00000104331",3801.06153150719,0.589219278405915,0.135625660693856,4.34445277826844,1.39623272620046e-05,0.00375880547079754,"IMPAD1","54928","inositol monophosphatase domain containing 1"
"ENSG00000179583",2457.08170440397,-1.63677201525519,0.377600702185812,-4.33466358981969,1.4598319490674e-05,0.00385179020168464,"CIITA","4261","class II major histocompatibility complex transactivator"
"ENSG00000205336",16886.9375534577,0.878999217527986,0.202791207571972,4.33450359141444,1.46089403543855e-05,0.00385179020168464,"ADGRG1","9289","adhesion G protein-coupled receptor G1"
"ENSG00000259721",6.38525769862171,-4.40925845029186,1.01871969277771,-4.32823521676436,1.50308895511771e-05,0.00392260204358524,"LOC100131315","100131315","uncharacterized LOC100131315"
"ENSG00000250033",30.1049916509953,3.67856633431357,0.852380132055741,4.315640634938,1.59140695587194e-05,0.00411113463600251,"SLC7A11-AS1","641364","SLC7A11 antisense RNA 1"
"ENSG00000223534",101.253172930574,-2.15701110051467,0.500102731573486,-4.31313601053131,1.60955030768726e-05,0.00411642491191016,"HLA-DQB1-AS1","106480429","HLA-DQB1 antisense RNA 1"
"ENSG00000213225",106.723937958904,1.50316208990386,0.348783176406092,4.3097322106893,1.63452350060134e-05,0.00413890480474052,NA,NA,NA
"ENSG00000148248",8698.44848213939,0.606687563045537,0.1411516313893,4.298126469203,1.72247878090069e-05,0.00424764489497834,"SURF4","6836","surfeit 4"
"ENSG00000082805",3155.65694217143,0.479970713633315,0.111626140840733,4.29980567292148,1.70947940654206e-05,0.00424764489497834,"ERC1","23085","ELKS/RAB6-interacting/CAST family member 1"
"ENSG00000197165",452.36200635521,0.784640600090735,0.182670593775954,4.29538539220548,1.74390112990313e-05,0.00424764489497834,"SULT1A2","6799","sulfotransferase family 1A member 2"
"ENSG00000179222",8630.28018492453,0.820066153798892,0.190846560673769,4.29699204902468,1.73131402664749e-05,0.00424764489497834,"MAGED1","9500","MAGE family member D1"
"ENSG00000081059",1609.90032375292,-1.42927729743692,0.334111296666265,-4.27784786596004,1.88708915732699e-05,0.00446873196283682,"TCF7","6932","transcription factor 7"
"ENSG00000269928",397.873870394886,-0.671887963323211,0.157025696921298,-4.27884082985452,1.87869145053225e-05,0.00446873196283682,NA,NA,NA
"ENSG00000131941",520.049737927393,0.543840402930243,0.127095326823264,4.27899606164508,1.87738184399232e-05,0.00446873196283682,"RHPN2","85415","rhophilin Rho GTPase binding protein 2"
"ENSG00000171195",58.4553358882601,-9.36895738684711,2.19433015468766,-4.26962067072385,1.95805691553369e-05,0.00447118800131912,"MUC7","4589","mucin 7, secreted"
"ENSG00000187720",1908.9164869013,0.8445034447702,0.197688466668725,4.27189030802373,1.93822918229243e-05,0.00447118800131912,"THSD4","79875","thrombospondin type 1 domain containing 4"
"ENSG00000090861",9457.07316690099,0.77874937940738,0.182373090833324,4.27008927604951,1.95394738360858e-05,0.00447118800131912,"AARS1","16","alanyl-tRNA synthetase 1"
"ENSG00000243811",442.479198051327,-1.47379177402165,0.345032537615389,-4.27145736517318,1.94199658572431e-05,0.00447118800131912,"APOBEC3D","140564","apolipoprotein B mRNA editing enzyme catalytic subunit 3D"
"ENSG00000268027",169.24889336596,-2.18243859571341,0.511742603299658,-4.2647193757981,2.00153603342293e-05,0.00449575470264252,NA,NA,NA
"ENSG00000130590",508.934136854008,-0.744840511229235,0.174662831861904,-4.26444769782581,2.00397277067936e-05,0.00449575470264252,"SAMD10","140700","sterile alpha motif domain containing 10"
"ENSG00000154447",2020.70033470041,0.636567245420542,0.149461129200543,4.25908226992191,2.05267917081601e-05,0.00456497998205386,"SH3RF1","57630","SH3 domain containing ring finger 1"
"ENSG00000134574",1147.22386405187,-0.91431153576049,0.215047212387678,-4.2516781575955,2.1217462624342e-05,0.00463791971467989,"DDB2","1643","damage specific DNA binding protein 2"
"ENSG00000213443",341.720861437592,-1.40881608886167,0.331243266753382,-4.25311615438984,2.10816153976643e-05,0.00463791971467989,NA,NA,NA
"ENSG00000231964",29.2696125402637,-2.14515046308851,0.50525336051678,-4.2456926182429,2.17919208317296e-05,0.00468781950487441,"LOC102724323","102724323","uncharacterized LOC102724323"
"ENSG00000156738",4189.48210767475,-3.26147175020783,0.768561384447185,-4.2436060621934,2.19956340404664e-05,0.00468781950487441,"MS4A1","931","membrane spanning 4-domains A1"
"ENSG00000101367",4481.89805608176,0.551790523687324,0.129992021915681,4.24480299295016,2.1878555527288e-05,0.00468781950487441,"MAPRE1","22919","microtubule associated protein RP/EB family member 1"
"ENSG00000256628",151.341689711128,0.508442221195768,0.119984447003261,4.23756773394095,2.25954264310895e-05,0.0047758514956621,"ZBTB11-AS1","100009676","ZBTB11 antisense RNA 1"
"ENSG00000143761",19341.8612761038,0.475396955161833,0.112594740502833,4.22219504249287,2.41934612256316e-05,0.00503046968167096,"ARF1","375","ADP ribosylation factor 1"
"ENSG00000140718",1262.52364138673,0.553934951054373,0.131162540634603,4.22327097641044,2.40782033485207e-05,0.00503046968167096,"FTO","79068","FTO alpha-ketoglutarate dependent dioxygenase"
"ENSG00000272690",51.0874726188636,-1.3717135900559,0.32532343185497,-4.21646108377282,2.4816609031867e-05,0.00510519848398104,"LINC02018","107986100","long intergenic non-protein coding RNA 2018"
"ENSG00000177602",71.1789146255195,-1.96688428034292,0.466613468836423,-4.2152325462179,2.49520942521067e-05,0.00510519848398104,"HASPIN","83903","histone H3 associated protein kinase"
"ENSG00000127948",9939.86764183184,0.764502011685446,0.181502488101329,4.21207455436446,2.53035994092042e-05,0.00513602821341585,"POR","5447","cytochrome p450 oxidoreductase"
"ENSG00000106638",1831.11156487539,0.56108114609724,0.133440176979812,4.20473922319607,2.61383349512177e-05,0.00519616744690376,"TBL2","26608","transducin beta like 2"
"ENSG00000156515",9522.5618205732,0.890756029255402,0.211877768578977,4.20410331498925,2.62119198133734e-05,0.00519616744690376,"HK1","3098","hexokinase 1"
"ENSG00000183496",196.661007901984,-1.04440501627487,0.248527157959763,-4.20237781998842,2.64125813527855e-05,0.00519616744690376,"MEX3B","84206","mex-3 RNA binding family member B"
"ENSG00000136490",1736.13083121992,-1.84426242343365,0.438425341698448,-4.20655981310073,2.59287481147788e-05,0.00519616744690376,"LIMD2","80774","LIM domain containing 2"
"ENSG00000186854",223.831087086409,-1.87511518510168,0.44718013017928,-4.19319879966475,2.75048200164571e-05,0.00532905887818856,"TRABD2A","129293","TraB domain containing 2A"
"ENSG00000110906",6320.14462650966,0.470239904230907,0.112138452735146,4.19338677109753,2.74820281951553e-05,0.00532905887818856,"KCTD10","83892","potassium channel tetramerization domain containing 10"
"ENSG00000180385",217.487052374842,-0.658891049991642,0.157250485710053,-4.19007322626998,2.78864446421144e-05,0.0053623745994141,NA,NA,NA
"ENSG00000261578",307.177914194218,2.02290690420025,0.483026564910105,4.18798271390463,2.81444947385542e-05,0.00537160785775018,NA,NA,NA
"ENSG00000113407",2483.78653015228,0.673631680794115,0.161201188412865,4.17882577310053,2.93018045599604e-05,0.00555106408608138,"TARS1","6897","threonyl-tRNA synthetase 1"
"ENSG00000214517",2254.63629929502,0.539090670249466,0.129070445721297,4.17671657703521,2.95747148471449e-05,0.00556156861923332,"PPME1","51400","protein phosphatase methylesterase 1"
"ENSG00000108588",4012.50051332551,0.617215392546483,0.147991517400172,4.17061331209626,3.03780958040954e-05,0.00567094744664044,"CCDC47","57003","coiled-coil domain containing 47"
"ENSG00000162004",148.3919548675,-1.6937142851855,0.406412824226545,-4.16747254078128,3.07995600248788e-05,0.00570796193939331,"CCDC78","124093","coiled-coil domain containing 78"
"ENSG00000100918",808.030179933189,-0.955413736824856,0.229412323918617,-4.16461382939386,3.11879996777622e-05,0.00573836756660983,"REC8","9985","REC8 meiotic recombination protein"
"ENSG00000112473",7153.01039668605,0.715603199540782,0.172017901351225,4.16005075006507,3.18176886548506e-05,0.00576399353989129,"SLC39A7","7922","solute carrier family 39 member 7"
"ENSG00000161381",1436.91296069949,-1.4186793275833,0.341133539980449,-4.1587213255683,3.20034049917718e-05,0.00576399353989129,"PLXDC1","57125","plexin domain containing 1"
"ENSG00000132874",40.7029315952392,2.6755687224922,0.643040210654935,4.16081090755917,3.17119577091462e-05,0.00576399353989129,"SLC14A2","8170","solute carrier family 14 member 2"
"ENSG00000181092",429.065234471968,4.09926430328123,0.987163382003804,4.15256924842602,3.28763222370361e-05,0.00587980378470069,"ADIPOQ","9370","adiponectin, C1Q and collagen domain containing"
"ENSG00000102158",5022.13270067647,0.858703496267017,0.207150162171634,4.14531896699911,3.39341009120311e-05,0.00602683771406386,"MAGT1","84061","magnesium transporter 1"
"ENSG00000162896",82.680446069629,-2.01976527061871,0.488028900057709,-4.13861816457976,3.49403902422402e-05,0.00616276193410547,"PIGR","5284","polymeric immunoglobulin receptor"
"ENSG00000234883",174.525477673535,-1.92635892897654,0.465816782493708,-4.13544337896963,3.54269960061311e-05,0.00620579056751235,"MIR155HG","114614","MIR155 host gene"
"ENSG00000167664",25.3923687230523,-2.48769567580166,0.601896989457733,-4.1330920728527,3.57915260838351e-05,0.00622699509927948,"TMIGD2","126259","transmembrane and immunoglobulin domain containing 2"
"ENSG00000130475",400.995443822339,-2.03447294505592,0.492800648168916,-4.12838934489097,3.65313168241571e-05,0.00631275964714741,"FCHO1","23149","FCH and mu domain containing endocytic adaptor 1"
"ENSG00000183682",535.693546017177,2.04075320667711,0.495539388745547,4.11824620408734,3.81766706961644e-05,0.00655280773862017,"BMP8A","353500","bone morphogenetic protein 8a"
"ENSG00000228126",6.43038716312083,-1.75315999794558,0.426547722142621,-4.11011454741609,3.95462894224099e-05,0.00657989075419721,"FALEC","100874054","focally amplified long non-coding RNA in epithelial cancer"
"ENSG00000162881",242.789603798864,-1.08947447832804,0.264879772749731,-4.11309050524374,3.90397240646612e-05,0.00657989075419721,"OXER1","165140","oxoeicosanoid receptor 1"
"ENSG00000272529",60.5883273324221,-1.32088316896158,0.321365726229416,-4.11021792665789,3.95285881792684e-05,0.00657989075419721,NA,NA,NA
"ENSG00000173402",4526.34130662361,0.510993467955055,0.124339004156596,4.10967959266824,3.96208475521553e-05,0.00657989075419721,"DAG1","1605","dystroglycan 1"
"ENSG00000198089",2763.10947925198,-0.715825093672114,0.1741043006248,-4.11147278443592,3.93143222889859e-05,0.00657989075419721,"SFI1","9814","SFI1 centrin binding protein"
"ENSG00000266088",60.8685755491038,-2.59832520503139,0.633213836004656,-4.10339297294238,4.07134839069835e-05,0.00671772484465227,NA,NA,NA
"ENSG00000159445",1555.44145245154,-0.486674427639845,0.118914181963701,-4.09265252977483,4.26466535434376e-05,0.0069877367779721,"THEM4","117145","thioesterase superfamily member 4"
"ENSG00000037897",627.863566485849,0.763660434606452,0.186654761916416,4.09129896695815,4.28963704454201e-05,0.0069877367779721,"METTL1","4234","methyltransferase like 1"
"ENSG00000142765",2788.16734633518,-1.34677174042852,0.329781281948298,-4.08383317716517,4.42988382958069e-05,0.00708771258916605,"SYTL1","84958","synaptotagmin like 1"
"ENSG00000173585",10.646413434917,-2.69638391801218,0.660761271778742,-4.08072330079762,4.48957747583538e-05,0.00708771258916605,"CCR9","10803","C-C motif chemokine receptor 9"
"ENSG00000025796",6862.58525316737,0.453147562649142,0.110941991870061,4.08454504025746,4.41632599696149e-05,0.00708771258916605,"SEC63","11231","SEC63 homolog, protein translocation regulator"
